27/4/2018 13:23:12	 deposit	 200	 balance	 200.0
23/5/2018 12:23:45	 withdraw	 -50	 balance	 150.0
24/5/2018 13:34:45	 deposit	 100	 balance	 250.0
08/05/2018 13:23:25	deposit	111.0	balance	250.0
08/05/2018 13:28:20	deposit	111.0	balance	250.0
08/05/2018 13:39:22	deposit	100.0	balance	350.0
08/05/2018 13:41:27	deposit	200.0	balance	550.0
08/05/2018 14:46:39	deposit	100.0	balance	650.0
08/05/2018 14:53:42	deposit	-100.0	balance	550.0
08/05/2018 14:54:17	deposit	-150.0	balance	400.0
08/05/2018 15:07:49	deposit	100.0	balance	500.0
08/05/2018 15:09:11	deposit	100.0	balance	600.0
08/05/2018 15:09:50	deposit	-300.0	balance	300.0
08/05/2018 15:12:31	deposit	50.0	balance	350.0
08/05/2018 15:13:14	deposit	-100.0	balance	250.0
09/05/2018 20:51:30	deposit	130.0	balance	380.0
09/05/2018 20:57:51	deposit	120.0	balance	500.0
09/05/2018 21:11:05	deposit	100.0	balance	600.0
09/05/2018 21:11:23	deposit	10.0	balance	610.0
09/05/2018 21:15:52	deposit	100.0	balance	710.0
09/05/2018 21:16:03	deposit	10.0	balance	720.0
09/05/2018 21:17:05	deposit	1.0	balance	721.0
09/05/2018 21:17:21	deposit	1.0	balance	722.0
09/05/2018 21:17:46	deposit	1.0	balance	723.0
09/05/2018 21:18:09	deposit	1.0	balance	724.0
09/05/2018 21:18:57	deposit	1.0	balance	725.0
09/05/2018 21:20:08	deposit	1.0	balance	726.0
09/05/2018 21:20:38	deposit	1.0	balance	727.0
09/05/2018 21:21:37	deposit	1.0	balance	728.0
09/05/2018 21:21:46	deposit	1.0	balance	729.0
09/05/2018 21:21:54	deposit	-1.0	balance	728.0
09/05/2018 21:22:52	deposit	-1.0	balance	727.0
09/05/2018 21:27:14	deposit	1.0	balance	728.0
09/05/2018 21:27:24	deposit	1.0	balance	729.0
09/05/2018 21:27:33	deposit	1.0	balance	730.0
09/05/2018 21:28:25	deposit	1.0	balance	731.0
09/05/2018 21:29:32	deposit	1.0	balance	732.0
09/05/2018 21:29:48	deposit	-1.0	balance	731.0 
09/05/2018 21:35:22	deposit	-1.0	balance	728.0
09/05/2018 21:36:08	deposit	-1.0	balance	727.0
09/05/2018 21:39:17	deposit	1.0	balance	728.0
09/05/2018 21:42:06	deposit	-1.0	balance	727.0
09/05/2018 21:55:02	deposit	1.0	balance	728.0
09/05/2018 21:55:16	deposit	-1.0	balance	727.0
09/05/2018 21:55:22	deposit	1.0	balance	728.0
09/05/2018 22:23:03	deposit	1.0	balance	729.0
09/05/2018 22:23:34	deposit	1.0	balance	730.0
10/05/2018 11:46:21	deposit	11.0	balance	741.0
10/05/2018 11:46:32	deposit	-11.0	balance	730.0
10/05/2018 11:49:45	deposit	1.0	balance	731.0
10/05/2018 11:54:50	deposit	1.0	balance	732.0
10/05/2018 12:16:55	deposit	1.0	balance	733.0
10/05/2018 12:24:44	deposit	1.0	balance	734.0
10/05/2018 12:24:53	deposit	1.0	balance	735.0
10/05/2018 12:25:08	deposit	1.0	balance	736.0
10/05/2018 12:28:48	deposit	1.0	balance	737.0
10/05/2018 13:11:24	deposit	-1.0	balance	736.0
10/05/2018 13:11:34	deposit	-1.0	balance	735.0
10/05/2018 13:11:44	deposit	1.0	balance	736.0
10/05/2018 13:28:18	deposit	1.0	balance	737.0
10/05/2018 13:29:55	deposit	1.0	balance	738.0
10/05/2018 13:30:00	deposit	-1.0	balance	737.0
10/05/2018 13:30:25	deposit	1.0	balance	738.0
10/05/2018 13:31:05	deposit	1.0	balance	739.0
10/05/2018 13:31:24	deposit	1.0	balance	740.0
10/05/2018 13:32:47	deposit	1.0	balance	741.0
10/05/2018 13:32:56	deposit	1.0	balance	742.0
10/05/2018 13:33:01	deposit	-11.0	balance	731.0
10/05/2018 13:34:08	deposit	-1.0	balance	730.0
10/05/2018 13:35:37	deposit	1.0	balance	731.0
10/05/2018 13:35:41	deposit	-1.0	balance	730.0
10/05/2018 13:45:25	deposit	-1000.0	balance	-270.0
10/05/2018 13:53:00	deposit	-1000.0	balance	-1270.0
10/05/2018 13:54:39	deposit	2000.0	balance	730.0
10/05/2018 13:54:47	deposit	-30.0	balance	700.0
10/05/2018 13:55:11	deposit	-1.0	balance	699.0
10/05/2018 13:57:00	deposit	-1.0	balance	698.0
10/05/2018 14:23:20	deposit	1.0	balance	1.0
10/05/2018 14:23:28	deposit	23.0	balance	23.0
10/05/2018 14:24:47	deposit	1.0	balance	24.0
10/05/2018 22:44:59	deposit	1.0	balance	25.0
10/05/2018 22:45:01	deposit	1.0	balance	26.0
10/05/2018 22:46:07	deposit	1.0	balance	27.0
10/05/2018 22:46:20	withdraw	1.0	balance	26.0
10/05/2018 22:46:36	withdraw	1.0	balance	25.0
10/05/2018 22:46:38	withdraw	1.0	balance	24.0
10/05/2018 22:46:39	withdraw	1.0	balance	23.0
10/05/2018 22:48:22	withdraw	1.0	balance	22.0
10/05/2018 22:49:48	deposit	1.0	balance	23.0
10/05/2018 22:49:56	withdraw	-1.0	balance	22.0
10/05/2018 22:50:02	withdraw	1.0	balance	21.0
10/05/2018 22:50:55	withdraw	-1.0	balance	20.0
10/05/2018 22:50:57	withdraw	-1.0	balance	19.0
10/05/2018 22:50:57	withdraw	-1.0	balance	18.0
10/05/2018 22:50:58	withdraw	-1.0	balance	17.0
10/05/2018 22:50:58	withdraw	-1.0	balance	16.0
10/05/2018 22:51:29	deposit	1.0	balance	17.0
10/05/2018 22:51:34	withdraw	1.0	balance	16.0
10/05/2018 22:53:10	withdraw	1.0	balance	15.0
10/05/2018 22:53:16	withdraw	-1.0	balance	14.0
10/05/2018 22:53:21	deposit	1.0	balance	15.0
10/05/2018 22:57:21	withdraw	-1.0	balance	31.0
10/05/2018 22:57:50	deposit	11.0	balance	42.0
13/05/2018 22:37:49	deposit	100.0	balance	142.0
13/05/2018 22:37:55	withdraw	-100.0	balance	42.0
13/05/2018 22:38:05	withdraw	1.0	balance	41.0
13/05/2018 22:38:27	withdraw	-12.0	balance	232.0
13/05/2018 22:38:31	deposit	11.0	balance	243.0
